number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-5
successful step! iteration = 196 , error before = 56716.855831 , error next = 56330.866867 , error change = 385.988964 , lambda = 0.200000 , time consumption = 0.471423s

unsuccessful step! iteration = 197 , error before = 56330.866867 , error next = 56816.971709 , error change = -486.104842 , lambda = 2.000000 , time consumption = 0.466545s

successful step! iteration = 198 , error before = 56330.866867 , error next = 55948.605202 , error change = 382.261665 , lambda = 0.200000 , time consumption = 0.468653s

unsuccessful step! iteration = 199 , error before = 55948.605202 , error next = 56430.012939 , error change = -481.407737 , lambda = 2.000000 , time consumption = 0.458034s

successful step! iteration = 200 , error before = 55948.605202 , error next = 55570.033066 , error change = 378.572136 , lambda = 0.200000 , time consumption = 0.456827s

unsuccessful step! iteration = 201 , error before = 55570.033066 , error next = 56046.791758 , error change = -476.758691 , lambda = 2.000000 , time consumption = 0.459682s

successful step! iteration = 202 , error before = 55570.033066 , error next = 55195.113542 , error change = 374.919524 , lambda = 0.200000 , time consumption = 0.459386s

unsuccessful step! iteration = 203 , error before = 55195.113542 , error next = 55667.270124 , error change = -472.156582 , lambda = 2.000000 , time consumption = 0.459682s

successful step! iteration = 204 , error before = 55195.113542 , error next = 54823.810509 , error change = 371.303034 , lambda = 0.200000 , time consumption = 0.460389s

unsuccessful step! iteration = 205 , error before = 54823.810509 , error next = 55291.410871 , error change = -467.600363 , lambda = 2.000000 , time consumption = 0.470566s

successful step! iteration = 206 , error before = 54823.810509 , error next = 54456.088588 , error change = 367.721921 , lambda = 0.200000 , time consumption = 0.464893s

unsuccessful step! iteration = 207 , error before = 54456.088588 , error next = 54919.177645 , error change = -463.089057 , lambda = 2.000000 , time consumption = 0.464390s

successful step! iteration = 208 , error before = 54456.088588 , error next = 54091.913096 , error change = 364.175492 , lambda = 0.200000 , time consumption = 0.458497s

unsuccessful step! iteration = 209 , error before = 54091.913096 , error next = 54550.534849 , error change = -458.621753 , lambda = 2.000000 , time consumption = 0.459473s

successful step! iteration = 210 , error before = 54091.913096 , error next = 53731.250000 , error change = 360.663096 , lambda = 0.200000 , time consumption = 0.458338s

unsuccessful step! iteration = 211 , error before = 53731.250000 , error next = 54185.447600 , error change = -454.197599 , lambda = 2.000000 , time consumption = 0.460603s

successful step! iteration = 212 , error before = 53731.250000 , error next = 53374.065879 , error change = 357.184121 , lambda = 0.200000 , time consumption = 0.458133s

unsuccessful step! iteration = 213 , error before = 53374.065879 , error next = 53823.881675 , error change = -449.815796 , lambda = 2.000000 , time consumption = 0.462367s

successful step! iteration = 214 , error before = 53374.065879 , error next = 53020.327882 , error change = 353.737997 , lambda = 0.200000 , time consumption = 0.463212s

unsuccessful step! iteration = 215 , error before = 53020.327882 , error next = 53465.803477 , error change = -445.475595 , lambda = 2.000000 , time consumption = 0.473849s

successful step! iteration = 216 , error before = 53020.327882 , error next = 52670.003701 , error change = 350.324181 , lambda = 0.200000 , time consumption = 0.465223s

unsuccessful step! iteration = 217 , error before = 52670.003701 , error next = 53111.179991 , error change = -441.176290 , lambda = 2.000000 , time consumption = 0.467762s

successful step! iteration = 218 , error before = 52670.003701 , error next = 52323.061534 , error change = 346.942167 , lambda = 0.200000 , time consumption = 0.470638s

unsuccessful step! iteration = 219 , error before = 52323.061534 , error next = 52759.978754 , error change = -436.917220 , lambda = 2.000000 , time consumption = 0.489006s

successful step! iteration = 220 , error before = 52323.061534 , error next = 51979.470059 , error change = 343.591474 , lambda = 0.200000 , time consumption = 0.472231s

unsuccessful step! iteration = 221 , error before = 51979.470059 , error next = 52412.167817 , error change = -432.697758 , lambda = 2.000000 , time consumption = 0.477461s

successful step! iteration = 222 , error before = 51979.470059 , error next = 51639.198411 , error change = 340.271648 , lambda = 0.200000 , time consumption = 0.469726s

unsuccessful step! iteration = 223 , error before = 51639.198411 , error next = 52067.715725 , error change = -428.517314 , lambda = 2.000000 , time consumption = 0.467788s

successful step! iteration = 224 , error before = 51639.198411 , error next = 51302.216153 , error change = 336.982258 , lambda = 0.200000 , time consumption = 0.471497s

unsuccessful step! iteration = 225 , error before = 51302.216153 , error next = 51726.591482 , error change = -424.375329 , lambda = 2.000000 , time consumption = 0.471975s

successful step! iteration = 226 , error before = 51302.216153 , error next = 50968.493258 , error change = 333.722896 , lambda = 0.200000 , time consumption = 0.467826s

unsuccessful step! iteration = 227 , error before = 50968.493258 , error next = 51388.764530 , error change = -420.271272 , lambda = 2.000000 , time consumption = 0.466365s

successful step! iteration = 228 , error before = 50968.493258 , error next = 50638.000086 , error change = 330.493172 , lambda = 0.200000 , time consumption = 0.469712s

unsuccessful step! iteration = 229 , error before = 50638.000086 , error next = 51054.204726 , error change = -416.204640 , lambda = 2.000000 , time consumption = 0.469841s

successful step! iteration = 230 , error before = 50638.000086 , error next = 50310.707370 , error change = 327.292716 , lambda = 0.200000 , time consumption = 0.471627s

unsuccessful step! iteration = 231 , error before = 50310.707370 , error next = 50722.882323 , error change = -412.174953 , lambda = 2.000000 , time consumption = 0.469162s

successful step! iteration = 232 , error before = 50310.707370 , error next = 49986.586197 , error change = 324.121174 , lambda = 0.200000 , time consumption = 0.470857s

unsuccessful step! iteration = 233 , error before = 49986.586197 , error next = 50394.767951 , error change = -408.181754 , lambda = 2.000000 , time consumption = 0.467732s

successful step! iteration = 234 , error before = 49986.586197 , error next = 49665.607990 , error change = 320.978207 , lambda = 0.200000 , time consumption = 0.478316s

unsuccessful step! iteration = 235 , error before = 49665.607990 , error next = 50069.832596 , error change = -404.224606 , lambda = 2.000000 , time consumption = 0.466548s

successful step! iteration = 236 , error before = 49665.607990 , error next = 49347.744498 , error change = 317.863492 , lambda = 0.200000 , time consumption = 0.466766s

unsuccessful step! iteration = 237 , error before = 49347.744498 , error next = 49748.047590 , error change = -400.303092 , lambda = 2.000000 , time consumption = 0.468368s

successful step! iteration = 238 , error before = 49347.744498 , error next = 49032.967782 , error change = 314.776716 , lambda = 0.200000 , time consumption = 0.472002s

unsuccessful step! iteration = 239 , error before = 49032.967782 , error next = 49429.384592 , error change = -396.416810 , lambda = 2.000000 , time consumption = 0.468854s

successful step! iteration = 240 , error before = 49032.967782 , error next = 48721.250203 , error change = 311.717579 , lambda = 0.200000 , time consumption = 0.470796s

unsuccessful step! iteration = 241 , error before = 48721.250203 , error next = 49113.815577 , error change = -392.565375 , lambda = 2.000000 , time consumption = 0.466360s

successful step! iteration = 242 , error before = 48721.250203 , error next = 48412.564409 , error change = 308.685794 , lambda = 0.200000 , time consumption = 0.473275s

unsuccessful step! iteration = 243 , error before = 48412.564409 , error next = 48801.312825 , error change = -388.748416 , lambda = 2.000000 , time consumption = 0.466509s

successful step! iteration = 244 , error before = 48412.564409 , error next = 48106.883329 , error change = 305.681080 , lambda = 0.200000 , time consumption = 0.476847s

unsuccessful step! iteration = 245 , error before = 48106.883329 , error next = 48491.848905 , error change = -384.965576 , lambda = 2.000000 , time consumption = 0.474617s

successful step! iteration = 246 , error before = 48106.883329 , error next = 47804.180161 , error change = 302.703168 , lambda = 0.200000 , time consumption = 0.470151s

unsuccessful step! iteration = 247 , error before = 47804.180161 , error next = 48185.396670 , error change = -381.216509 , lambda = 2.000000 , time consumption = 0.469430s

successful step! iteration = 248 , error before = 47804.180161 , error next = 47504.428363 , error change = 299.751797 , lambda = 0.200000 , time consumption = 0.471151s

unsuccessful step! iteration = 249 , error before = 47504.428363 , error next = 47881.929246 , error change = -377.500882 , lambda = 2.000000 , time consumption = 0.471425s

successful step! iteration = 250 , error before = 47504.428363 , error next = 47207.601649 , error change = 296.826714 , lambda = 0.200000 , time consumption = 0.473145s

unsuccessful step! iteration = 251 , error before = 47207.601649 , error next = 47581.420020 , error change = -373.818371 , lambda = 2.000000 , time consumption = 0.469653s

successful step! iteration = 252 , error before = 47207.601649 , error next = 46913.673977 , error change = 293.927672 , lambda = 0.200000 , time consumption = 0.498796s

unsuccessful step! iteration = 253 , error before = 46913.673977 , error next = 47283.842638 , error change = -370.168661 , lambda = 2.000000 , time consumption = 0.467251s

successful step! iteration = 254 , error before = 46913.673977 , error next = 46622.619545 , error change = 291.054432 , lambda = 0.200000 , time consumption = 0.463237s

unsuccessful step! iteration = 255 , error before = 46622.619545 , error next = 46989.170992 , error change = -366.551447 , lambda = 2.000000 , time consumption = 0.467794s

successful step! iteration = 256 , error before = 46622.619545 , error next = 46334.412786 , error change = 288.206759 , lambda = 0.200000 , time consumption = 0.468562s

unsuccessful step! iteration = 257 , error before = 46334.412786 , error next = 46697.379218 , error change = -362.966431 , lambda = 2.000000 , time consumption = 0.467616s

successful step! iteration = 258 , error before = 46334.412786 , error next = 46049.028360 , error change = 285.384427 , lambda = 0.200000 , time consumption = 0.470586s

unsuccessful step! iteration = 259 , error before = 46049.028360 , error next = 46408.441684 , error change = -359.413324 , lambda = 2.000000 , time consumption = 0.466530s
