number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-10
successful step! iteration = 1470 , error before = 19113.296341 , error next = 19113.010105 , error change = 0.286236 , lambda = 0.200000 , time consumption = 0.486733s

unsuccessful step! iteration = 1471 , error before = 19113.010105 , error next = 19113.370897 , error change = -0.360793 , lambda = 2.000000 , time consumption = 0.480766s

successful step! iteration = 1472 , error before = 19113.010105 , error next = 19112.727283 , error change = 0.282822 , lambda = 0.200000 , time consumption = 0.493106s

unsuccessful step! iteration = 1473 , error before = 19112.727283 , error next = 19113.083772 , error change = -0.356490 , lambda = 2.000000 , time consumption = 0.485633s

successful step! iteration = 1474 , error before = 19112.727283 , error next = 19112.447834 , error change = 0.279449 , lambda = 0.200000 , time consumption = 0.491901s

unsuccessful step! iteration = 1475 , error before = 19112.447834 , error next = 19112.800071 , error change = -0.352238 , lambda = 2.000000 , time consumption = 0.510556s

successful step! iteration = 1476 , error before = 19112.447834 , error next = 19112.171718 , error change = 0.276116 , lambda = 0.200000 , time consumption = 0.477511s

unsuccessful step! iteration = 1477 , error before = 19112.171718 , error next = 19112.519754 , error change = -0.348036 , lambda = 2.000000 , time consumption = 0.481730s

successful step! iteration = 1478 , error before = 19112.171718 , error next = 19111.898896 , error change = 0.272822 , lambda = 0.200000 , time consumption = 0.482042s

unsuccessful step! iteration = 1479 , error before = 19111.898896 , error next = 19112.242781 , error change = -0.343885 , lambda = 2.000000 , time consumption = 0.479081s

successful step! iteration = 1480 , error before = 19111.898896 , error next = 19111.629328 , error change = 0.269568 , lambda = 0.200000 , time consumption = 0.479319s

unsuccessful step! iteration = 1481 , error before = 19111.629328 , error next = 19111.969111 , error change = -0.339783 , lambda = 2.000000 , time consumption = 0.483357s

successful step! iteration = 1482 , error before = 19111.629328 , error next = 19111.362976 , error change = 0.266352 , lambda = 0.200000 , time consumption = 0.477737s

unsuccessful step! iteration = 1483 , error before = 19111.362976 , error next = 19111.698706 , error change = -0.335730 , lambda = 2.000000 , time consumption = 0.483686s

successful step! iteration = 1484 , error before = 19111.362976 , error next = 19111.099801 , error change = 0.263175 , lambda = 0.200000 , time consumption = 0.483990s

unsuccessful step! iteration = 1485 , error before = 19111.099801 , error next = 19111.431526 , error change = -0.331725 , lambda = 2.000000 , time consumption = 0.488857s

successful step! iteration = 1486 , error before = 19111.099801 , error next = 19110.839766 , error change = 0.260035 , lambda = 0.200000 , time consumption = 0.489803s

unsuccessful step! iteration = 1487 , error before = 19110.839766 , error next = 19111.167534 , error change = -0.327767 , lambda = 2.000000 , time consumption = 0.485352s

successful step! iteration = 1488 , error before = 19110.839766 , error next = 19110.582834 , error change = 0.256933 , lambda = 0.200000 , time consumption = 0.487281s

unsuccessful step! iteration = 1489 , error before = 19110.582834 , error next = 19110.906691 , error change = -0.323857 , lambda = 2.000000 , time consumption = 0.488559s

successful step! iteration = 1490 , error before = 19110.582834 , error next = 19110.328966 , error change = 0.253867 , lambda = 0.200000 , time consumption = 0.486078s

unsuccessful step! iteration = 1491 , error before = 19110.328966 , error next = 19110.648959 , error change = -0.319993 , lambda = 2.000000 , time consumption = 0.500811s

successful step! iteration = 1492 , error before = 19110.328966 , error next = 19110.078128 , error change = 0.250838 , lambda = 0.200000 , time consumption = 0.480475s

unsuccessful step! iteration = 1493 , error before = 19110.078128 , error next = 19110.394303 , error change = -0.316175 , lambda = 2.000000 , time consumption = 0.478914s

successful step! iteration = 1494 , error before = 19110.078128 , error next = 19109.830282 , error change = 0.247846 , lambda = 0.200000 , time consumption = 0.483370s

unsuccessful step! iteration = 1495 , error before = 19109.830282 , error next = 19110.142685 , error change = -0.312403 , lambda = 2.000000 , time consumption = 0.478617s

successful step! iteration = 1496 , error before = 19109.830282 , error next = 19109.585394 , error change = 0.244888 , lambda = 0.200000 , time consumption = 0.470955s

unsuccessful step! iteration = 1497 , error before = 19109.585394 , error next = 19109.894069 , error change = -0.308675 , lambda = 2.000000 , time consumption = 0.480938s

successful step! iteration = 1498 , error before = 19109.585394 , error next = 19109.343428 , error change = 0.241966 , lambda = 0.200000 , time consumption = 0.477055s

unsuccessful step! iteration = 1499 , error before = 19109.343428 , error next = 19109.648420 , error change = -0.304992 , lambda = 2.000000 , time consumption = 0.481565s

successful step! iteration = 1500 , error before = 19109.343428 , error next = 19109.104349 , error change = 0.239079 , lambda = 0.200000 , time consumption = 0.479820s

unsuccessful step! iteration = 1501 , error before = 19109.104349 , error next = 19109.405702 , error change = -0.301353 , lambda = 2.000000 , time consumption = 0.483040s

successful step! iteration = 1502 , error before = 19109.104349 , error next = 19108.868123 , error change = 0.236226 , lambda = 0.200000 , time consumption = 0.489207s

unsuccessful step! iteration = 1503 , error before = 19108.868123 , error next = 19109.165880 , error change = -0.297757 , lambda = 2.000000 , time consumption = 0.494634s

successful step! iteration = 1504 , error before = 19108.868123 , error next = 19108.634717 , error change = 0.233407 , lambda = 0.200000 , time consumption = 0.479879s

unsuccessful step! iteration = 1505 , error before = 19108.634717 , error next = 19108.928920 , error change = -0.294204 , lambda = 2.000000 , time consumption = 0.484048s

successful step! iteration = 1506 , error before = 19108.634717 , error next = 19108.404095 , error change = 0.230621 , lambda = 0.200000 , time consumption = 0.476311s

unsuccessful step! iteration = 1507 , error before = 19108.404095 , error next = 19108.694788 , error change = -0.290693 , lambda = 2.000000 , time consumption = 0.476732s

successful step! iteration = 1508 , error before = 19108.404095 , error next = 19108.176226 , error change = 0.227869 , lambda = 0.200000 , time consumption = 0.492301s

unsuccessful step! iteration = 1509 , error before = 19108.176226 , error next = 19108.463450 , error change = -0.287223 , lambda = 2.000000 , time consumption = 0.485885s

successful step! iteration = 1510 , error before = 19108.176226 , error next = 19107.951077 , error change = 0.225149 , lambda = 0.200000 , time consumption = 0.479717s

unsuccessful step! iteration = 1511 , error before = 19107.951077 , error next = 19108.234872 , error change = -0.283795 , lambda = 2.000000 , time consumption = 0.504570s

successful step! iteration = 1512 , error before = 19107.951077 , error next = 19107.728615 , error change = 0.222462 , lambda = 0.200000 , time consumption = 0.502886s

unsuccessful step! iteration = 1513 , error before = 19107.728615 , error next = 19108.009023 , error change = -0.280408 , lambda = 2.000000 , time consumption = 0.481040s

successful step! iteration = 1514 , error before = 19107.728615 , error next = 19107.508808 , error change = 0.219807 , lambda = 0.200000 , time consumption = 0.476028s

unsuccessful step! iteration = 1515 , error before = 19107.508808 , error next = 19107.785869 , error change = -0.277062 , lambda = 2.000000 , time consumption = 0.475579s

successful step! iteration = 1516 , error before = 19107.508808 , error next = 19107.291624 , error change = 0.217183 , lambda = 0.200000 , time consumption = 0.475871s

unsuccessful step! iteration = 1517 , error before = 19107.291624 , error next = 19107.565379 , error change = -0.273755 , lambda = 2.000000 , time consumption = 0.482101s

successful step! iteration = 1518 , error before = 19107.291624 , error next = 19107.077033 , error change = 0.214591 , lambda = 0.200000 , time consumption = 0.482281s

unsuccessful step! iteration = 1519 , error before = 19107.077033 , error next = 19107.347520 , error change = -0.270487 , lambda = 2.000000 , time consumption = 0.473509s

successful step! iteration = 1520 , error before = 19107.077033 , error next = 19106.865004 , error change = 0.212029 , lambda = 0.200000 , time consumption = 0.476605s

unsuccessful step! iteration = 1521 , error before = 19106.865004 , error next = 19107.132262 , error change = -0.267258 , lambda = 2.000000 , time consumption = 0.481449s

successful step! iteration = 1522 , error before = 19106.865004 , error next = 19106.655505 , error change = 0.209498 , lambda = 0.200000 , time consumption = 0.473568s

unsuccessful step! iteration = 1523 , error before = 19106.655505 , error next = 19106.919573 , error change = -0.264068 , lambda = 2.000000 , time consumption = 0.474531s

successful step! iteration = 1524 , error before = 19106.655505 , error next = 19106.448508 , error change = 0.206998 , lambda = 0.200000 , time consumption = 0.478645s

unsuccessful step! iteration = 1525 , error before = 19106.448508 , error next = 19106.709424 , error change = -0.260916 , lambda = 2.000000 , time consumption = 0.479674s

successful step! iteration = 1526 , error before = 19106.448508 , error next = 19106.243981 , error change = 0.204526 , lambda = 0.200000 , time consumption = 0.479692s

unsuccessful step! iteration = 1527 , error before = 19106.243981 , error next = 19106.501782 , error change = -0.257801 , lambda = 2.000000 , time consumption = 0.478060s

successful step! iteration = 1528 , error before = 19106.243981 , error next = 19106.041897 , error change = 0.202085 , lambda = 0.200000 , time consumption = 0.475888s

unsuccessful step! iteration = 1529 , error before = 19106.041897 , error next = 19106.296620 , error change = -0.254723 , lambda = 2.000000 , time consumption = 0.474899s

successful step! iteration = 1530 , error before = 19106.041897 , error next = 19105.842224 , error change = 0.199672 , lambda = 0.200000 , time consumption = 0.474454s

unsuccessful step! iteration = 1531 , error before = 19105.842224 , error next = 19106.093907 , error change = -0.251682 , lambda = 2.000000 , time consumption = 0.483507s

successful step! iteration = 1532 , error before = 19105.842224 , error next = 19105.644936 , error change = 0.197288 , lambda = 0.200000 , time consumption = 0.481742s

unsuccessful step! iteration = 1533 , error before = 19105.644936 , error next = 19105.893614 , error change = -0.248677 , lambda = 2.000000 , time consumption = 0.479978s

successful step! iteration = 1534 , error before = 19105.644936 , error next = 19105.450003 , error change = 0.194933 , lambda = 0.200000 , time consumption = 0.486086s

unsuccessful step! iteration = 1535 , error before = 19105.450003 , error next = 19105.695712 , error change = -0.245708 , lambda = 2.000000 , time consumption = 0.477431s

successful step! iteration = 1536 , error before = 19105.450003 , error next = 19105.257398 , error change = 0.192605 , lambda = 0.200000 , time consumption = 0.477396s
