number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-1
successful step! iteration = 806 , error before = 20340.756702 , error next = 20326.179219 , error change = 14.577483 , lambda = 0.200000 , time consumption = 0.463847s

unsuccessful step! iteration = 807 , error before = 20326.179219 , error next = 20344.550617 , error change = -18.371398 , lambda = 2.000000 , time consumption = 0.466029s

successful step! iteration = 808 , error before = 20326.179219 , error next = 20311.769053 , error change = 14.410166 , lambda = 0.200000 , time consumption = 0.479013s

unsuccessful step! iteration = 809 , error before = 20311.769053 , error next = 20329.929610 , error change = -18.160557 , lambda = 2.000000 , time consumption = 0.463088s

successful step! iteration = 810 , error before = 20311.769053 , error next = 20297.524325 , error change = 14.244728 , lambda = 0.200000 , time consumption = 0.460889s

unsuccessful step! iteration = 811 , error before = 20297.524325 , error next = 20315.476406 , error change = -17.952082 , lambda = 2.000000 , time consumption = 0.471757s

successful step! iteration = 812 , error before = 20297.524325 , error next = 20283.443179 , error change = 14.081146 , lambda = 0.200000 , time consumption = 0.462762s

unsuccessful step! iteration = 813 , error before = 20283.443179 , error next = 20301.189125 , error change = -17.745946 , lambda = 2.000000 , time consumption = 0.462562s

successful step! iteration = 814 , error before = 20283.443179 , error next = 20269.523777 , error change = 13.919402 , lambda = 0.200000 , time consumption = 0.480275s

unsuccessful step! iteration = 815 , error before = 20269.523777 , error next = 20287.065902 , error change = -17.542125 , lambda = 2.000000 , time consumption = 0.461686s

successful step! iteration = 816 , error before = 20269.523777 , error next = 20255.764303 , error change = 13.759474 , lambda = 0.200000 , time consumption = 0.460715s

unsuccessful step! iteration = 817 , error before = 20255.764303 , error next = 20273.104896 , error change = -17.340593 , lambda = 2.000000 , time consumption = 0.462913s

successful step! iteration = 818 , error before = 20255.764303 , error next = 20242.162959 , error change = 13.601344 , lambda = 0.200000 , time consumption = 0.477516s

unsuccessful step! iteration = 819 , error before = 20242.162959 , error next = 20259.304285 , error change = -17.141326 , lambda = 2.000000 , time consumption = 0.461164s

successful step! iteration = 820 , error before = 20242.162959 , error next = 20228.717967 , error change = 13.444992 , lambda = 0.200000 , time consumption = 0.459844s

unsuccessful step! iteration = 821 , error before = 20228.717967 , error next = 20245.662267 , error change = -16.944299 , lambda = 2.000000 , time consumption = 0.460279s

successful step! iteration = 822 , error before = 20228.717967 , error next = 20215.427569 , error change = 13.290398 , lambda = 0.200000 , time consumption = 0.462217s

unsuccessful step! iteration = 823 , error before = 20215.427569 , error next = 20232.177057 , error change = -16.749488 , lambda = 2.000000 , time consumption = 0.462274s

successful step! iteration = 824 , error before = 20215.427569 , error next = 20202.290025 , error change = 13.137544 , lambda = 0.200000 , time consumption = 0.463300s

unsuccessful step! iteration = 825 , error before = 20202.290025 , error next = 20218.846894 , error change = -16.556869 , lambda = 2.000000 , time consumption = 0.457299s

successful step! iteration = 826 , error before = 20202.290025 , error next = 20189.303615 , error change = 12.986410 , lambda = 0.200000 , time consumption = 0.460383s

unsuccessful step! iteration = 827 , error before = 20189.303615 , error next = 20205.670032 , error change = -16.366417 , lambda = 2.000000 , time consumption = 0.454848s

successful step! iteration = 828 , error before = 20189.303615 , error next = 20176.466637 , error change = 12.836978 , lambda = 0.200000 , time consumption = 0.455928s

unsuccessful step! iteration = 829 , error before = 20176.466637 , error next = 20192.644746 , error change = -16.178109 , lambda = 2.000000 , time consumption = 0.452462s

successful step! iteration = 830 , error before = 20176.466637 , error next = 20163.777407 , error change = 12.689230 , lambda = 0.200000 , time consumption = 0.451067s

unsuccessful step! iteration = 831 , error before = 20163.777407 , error next = 20179.769329 , error change = -15.991923 , lambda = 2.000000 , time consumption = 0.456647s

successful step! iteration = 832 , error before = 20163.777407 , error next = 20151.234261 , error change = 12.543146 , lambda = 0.200000 , time consumption = 0.464968s

unsuccessful step! iteration = 833 , error before = 20151.234261 , error next = 20167.042094 , error change = -15.807834 , lambda = 2.000000 , time consumption = 0.458925s

successful step! iteration = 834 , error before = 20151.234261 , error next = 20138.835552 , error change = 12.398709 , lambda = 0.200000 , time consumption = 0.457476s

unsuccessful step! iteration = 835 , error before = 20138.835552 , error next = 20154.461371 , error change = -15.625820 , lambda = 2.000000 , time consumption = 0.455856s

successful step! iteration = 836 , error before = 20138.835552 , error next = 20126.579651 , error change = 12.255901 , lambda = 0.200000 , time consumption = 0.454971s

unsuccessful step! iteration = 837 , error before = 20126.579651 , error next = 20142.025509 , error change = -15.445858 , lambda = 2.000000 , time consumption = 0.457658s

successful step! iteration = 838 , error before = 20126.579651 , error next = 20114.464947 , error change = 12.114704 , lambda = 0.200000 , time consumption = 0.452208s

unsuccessful step! iteration = 839 , error before = 20114.464947 , error next = 20129.732873 , error change = -15.267926 , lambda = 2.000000 , time consumption = 0.453785s

successful step! iteration = 840 , error before = 20114.464947 , error next = 20102.489847 , error change = 11.975100 , lambda = 0.200000 , time consumption = 0.458229s

unsuccessful step! iteration = 841 , error before = 20102.489847 , error next = 20117.581849 , error change = -15.092002 , lambda = 2.000000 , time consumption = 0.456749s

successful step! iteration = 842 , error before = 20102.489847 , error next = 20090.652774 , error change = 11.837072 , lambda = 0.200000 , time consumption = 0.457777s

unsuccessful step! iteration = 843 , error before = 20090.652774 , error next = 20105.570838 , error change = -14.918064 , lambda = 2.000000 , time consumption = 0.462768s

successful step! iteration = 844 , error before = 20090.652774 , error next = 20078.952171 , error change = 11.700604 , lambda = 0.200000 , time consumption = 0.470352s

unsuccessful step! iteration = 845 , error before = 20078.952171 , error next = 20093.698260 , error change = -14.746089 , lambda = 2.000000 , time consumption = 0.467337s

successful step! iteration = 846 , error before = 20078.952171 , error next = 20067.386494 , error change = 11.565676 , lambda = 0.200000 , time consumption = 0.455567s

unsuccessful step! iteration = 847 , error before = 20067.386494 , error next = 20081.962552 , error change = -14.576058 , lambda = 2.000000 , time consumption = 0.454245s

successful step! iteration = 848 , error before = 20067.386494 , error next = 20055.954220 , error change = 11.432274 , lambda = 0.200000 , time consumption = 0.464930s

unsuccessful step! iteration = 849 , error before = 20055.954220 , error next = 20070.362168 , error change = -14.407947 , lambda = 2.000000 , time consumption = 0.464595s

successful step! iteration = 850 , error before = 20055.954220 , error next = 20044.653841 , error change = 11.300380 , lambda = 0.200000 , time consumption = 0.464810s

unsuccessful step! iteration = 851 , error before = 20044.653841 , error next = 20058.895578 , error change = -14.241737 , lambda = 2.000000 , time consumption = 0.473387s

successful step! iteration = 852 , error before = 20044.653841 , error next = 20033.483863 , error change = 11.169977 , lambda = 0.200000 , time consumption = 0.465305s

unsuccessful step! iteration = 853 , error before = 20033.483863 , error next = 20047.561270 , error change = -14.077406 , lambda = 2.000000 , time consumption = 0.469763s

successful step! iteration = 854 , error before = 20033.483863 , error next = 20022.442813 , error change = 11.041050 , lambda = 0.200000 , time consumption = 0.466359s

unsuccessful step! iteration = 855 , error before = 20022.442813 , error next = 20036.357748 , error change = -13.914935 , lambda = 2.000000 , time consumption = 0.475292s

successful step! iteration = 856 , error before = 20022.442813 , error next = 20011.529231 , error change = 10.913582 , lambda = 0.200000 , time consumption = 0.470985s

unsuccessful step! iteration = 857 , error before = 20011.529231 , error next = 20025.283533 , error change = -13.754301 , lambda = 2.000000 , time consumption = 0.471015s

successful step! iteration = 858 , error before = 20011.529231 , error next = 20000.741674 , error change = 10.787557 , lambda = 0.200000 , time consumption = 0.465714s

unsuccessful step! iteration = 859 , error before = 20000.741674 , error next = 20014.337161 , error change = -13.595486 , lambda = 2.000000 , time consumption = 0.464910s

successful step! iteration = 860 , error before = 20000.741674 , error next = 19990.078715 , error change = 10.662959 , lambda = 0.200000 , time consumption = 0.465803s

unsuccessful step! iteration = 861 , error before = 19990.078715 , error next = 20003.517185 , error change = -13.438470 , lambda = 2.000000 , time consumption = 0.491768s

successful step! iteration = 862 , error before = 19990.078715 , error next = 19979.538943 , error change = 10.539773 , lambda = 0.200000 , time consumption = 0.472093s

unsuccessful step! iteration = 863 , error before = 19979.538943 , error next = 19992.822174 , error change = -13.283232 , lambda = 2.000000 , time consumption = 0.462593s

successful step! iteration = 864 , error before = 19979.538943 , error next = 19969.120961 , error change = 10.417982 , lambda = 0.200000 , time consumption = 0.481925s

unsuccessful step! iteration = 865 , error before = 19969.120961 , error next = 19982.250713 , error change = -13.129753 , lambda = 2.000000 , time consumption = 0.467428s

successful step! iteration = 866 , error before = 19969.120961 , error next = 19958.823388 , error change = 10.297573 , lambda = 0.200000 , time consumption = 0.468318s

unsuccessful step! iteration = 867 , error before = 19958.823388 , error next = 19971.801401 , error change = -12.978013 , lambda = 2.000000 , time consumption = 0.471665s

successful step! iteration = 868 , error before = 19958.823388 , error next = 19948.644859 , error change = 10.178529 , lambda = 0.200000 , time consumption = 0.457324s

unsuccessful step! iteration = 869 , error before = 19948.644859 , error next = 19961.472854 , error change = -12.827994 , lambda = 2.000000 , time consumption = 0.456296s
